transaction_id,sale_date,sale_year,borough,neighborhood,property_type,building_class_category,commercial_units,total_units,gross_square_feet,sale_price,price_per_sqft,year_built,latitude,longitude,community_board
3-6085-37-2021-08-18-3550000,2021-08-18,2021,Brooklyn,BAY RIDGE,Other commercial,07 RENTALS - WALKUP APARTMENTS,3,12,6480.0,3550000.0,547.8395061728395,1925,40.619899,-74.032527,310
3-6347-59-2021-08-18-4250000,2021-08-18,2021,Brooklyn,BENSONHURST,Retail,22 STORE BUILDINGS,1,1,5700.0,4250000.0,745.6140350877193,1931,40.602592,-73.994872,311
1-1404-110-2021-08-18-9950000,2021-08-18,2021,Manhattan,UPPER EAST SIDE (59-79),Other commercial,02 TWO FAMILY DWELLINGS,1,3,6500.0,9950000.0,1530.7692307692307,1901,40.768717,-73.964144,108
4-12439-22-2021-08-18-830000,2021-08-18,2021,Queens,ST. ALBANS,Retail,22 STORE BUILDINGS,4,4,2375.0,830000.0,349.4736842105263,1930,40.691864,-73.764062,412
4-12958-50-2021-08-18-7000000,2021-08-18,2021,Queens,LAURELTON,Retail,22 STORE BUILDINGS,1,1,35900.0,7000000.0,194.98607242339833,1951,40.679597,-73.751061,413
4-13415-1-2021-08-18-17554482,2021-08-18,2021,Queens,SPRINGFIELD GARDENS,Other commercial,40 SELECTED GOVERNMENTAL FACILITIES,1,1,64900.0,17554482.0,270.4850847457627,1971,40.657275,-73.764851,413
4-13415-30-2021-08-18-17554482,2021-08-18,2021,Queens,SPRINGFIELD GARDENS,Industrial,30 WAREHOUSES,1,1,24716.0,17554482.0,710.247693801586,1967,40.656395,-73.765002,413
4-1447-61-2021-08-18-1862500,2021-08-18,2021,Queens,JACKSON HEIGHTS,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2150.0,1862500.0,866.2790697674419,1930,40.753494,-73.881191,403
4-3255-43-2021-08-18-1750000,2021-08-18,2021,Queens,FOREST HILLS,Retail,22 STORE BUILDINGS,3,3,2800.0,1750000.0,625.0,1931,40.719223,-73.842363,406
4-3255-45-2021-08-18-1750000,2021-08-18,2021,Queens,FOREST HILLS,Retail,22 STORE BUILDINGS,2,2,2800.0,1750000.0,625.0,1931,40.719173,-73.842252,406
4-3255-65-2021-08-18-4500000,2021-08-18,2021,Queens,FOREST HILLS,Retail,22 STORE BUILDINGS,2,2,8600.0,4500000.0,523.2558139534884,1932,40.718692,-73.841214,406
4-6635-38-2021-08-18-904000,2021-08-18,2021,Queens,HILLCREST,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2458.0,904000.0,367.7786818551668,1945,40.716536,-73.816545,408
2-5604-53-2021-08-19-1400000,2021-08-19,2021,Bronx,THROGS NECK,Other commercial,37 RELIGIOUS FACILITIES,1,1,3321.0,1400000.0,421.5597711532671,1930,40.814189,-73.818346,210
3-3946-42-2021-08-19-2950000,2021-08-19,2021,Brooklyn,CYPRESS HILLS,Industrial,30 WAREHOUSES,1,3,3740.0,2950000.0,788.7700534759358,1920,40.67636,-73.891747,305
3-3946-43-2021-08-19-2950000,2021-08-19,2021,Brooklyn,CYPRESS HILLS,Industrial,30 WAREHOUSES,1,5,7480.0,2950000.0,394.3850267379679,1920,40.67633,-73.891917,305
3-440-9-2021-08-19-3150000,2021-08-19,2021,Brooklyn,GOWANUS,Retail,22 STORE BUILDINGS,1,1,5040.0,3150000.0,625.0,1931,40.679004,-73.987446,306
3-5719-46-2021-08-19-1050000,2021-08-19,2021,Brooklyn,BOROUGH PARK,Office,21 OFFICE BUILDINGS,3,3,5440.0,1050000.0,193.01470588235293,2011,40.627101,-73.99679,312
3-7878-12-2021-08-19-475000,2021-08-19,2021,Brooklyn,OLD MILL BASIN,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1920.0,475000.0,247.39583333333334,1910,40.619744,-73.924028,318
3-8125-41-2021-08-19-2975000,2021-08-19,2021,Brooklyn,CANARSIE,Industrial,30 WAREHOUSES,1,1,11000.0,2975000.0,270.45454545454544,1957,40.64706,-73.911561,318
1-1327-18-2021-08-19-2550000,2021-08-19,2021,Manhattan,MIDTOWN EAST,Retail,22 STORE BUILDINGS,1,2,2999.0,2550000.0,850.2834278092697,1900,40.757286,-73.96838,106
1-1331-21-2021-08-19-420000,2021-08-19,2021,Manhattan,MIDTOWN EAST,Retail,22 STORE BUILDINGS,3,3,2400.0,420000.0,175.0,1900,40.758644,-73.963694,106
1-418-31-2021-08-19-5950000,2021-08-19,2021,Manhattan,LOWER EAST SIDE,Retail,22 STORE BUILDINGS,5,9,13038.0,5950000.0,456.35833716827733,1900,40.718301,-73.99289,103
4-10604-29-2021-08-19-850000,2021-08-19,2021,Queens,QUEENS VILLAGE,Retail,22 STORE BUILDINGS,1,3,3067.0,850000.0,277.14378871861754,1927,40.716492,-73.74338,413
4-431-11-2021-08-19-1600000,2021-08-19,2021,Queens,LONG ISLAND CITY,Other commercial,27 FACTORIES,1,1,1136.0,1600000.0,1408.4507042253522,1911,40.749052,-73.940865,402
3-7719-45-2021-08-20-775000,2021-08-20,2021,Brooklyn,MARINE PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2016.0,775000.0,384.4246031746032,1927,40.614743,-73.936629,318
1-471-40-2021-08-20-8200000,2021-08-20,2021,Manhattan,LITTLE ITALY,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,19,9635.0,8200000.0,851.063829787234,1900,40.720322,-73.9964,102
1-927-36-2021-08-20-665000,2021-08-20,2021,Manhattan,KIPS BAY,Other commercial,01 ONE FAMILY DWELLINGS,1,2,5600.0,665000.0,118.75,1910,40.745093,-74.00009,104
3-4887-5-2021-08-23-760000,2021-08-23,2021,Brooklyn,FLATBUSH-EAST,Retail,22 STORE BUILDINGS,3,3,3300.0,760000.0,230.3030303030303,1931,40.650954,-73.946448,317
1-796-63-2021-08-23-31000000,2021-08-23,2021,Manhattan,CHELSEA,Other commercial,29 COMMERCIAL GARAGES,2,2,16376.0,31000000.0,1893.0141670737664,1925,40.742151,-73.99502,104
4-13568-27-2021-08-23-1112670,2021-08-23,2021,Queens,ROSEDALE,Retail,22 STORE BUILDINGS,1,1,3545.0,1112670.0,313.87023977433006,1962,40.659341,-73.740082,413
4-9850-1-2021-08-23-1800000,2021-08-23,2021,Queens,JAMAICA HILLS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,4764.0,1800000.0,377.8337531486146,1940,40.711545,-73.796243,408
2-2606-41-2021-08-24-119000000,2021-08-24,2021,Bronx,HUNTS POINT,Industrial,30 WAREHOUSES,1,1,153965.0,119000000.0,772.9029324846556,1961,40.809505,-73.895038,202
2-3103-65-2021-08-24-1050000,2021-08-24,2021,Bronx,BELMONT,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,9,8640.0,1050000.0,121.52777777777777,1911,40.851905,-73.885194,206
2-3769-60-2021-08-24-3500000,2021-08-24,2021,Bronx,SOUNDVIEW,Other commercial,27 FACTORIES,2,2,20000.0,3500000.0,175.0,1925,40.828737,-73.882813,209
3-2383-30-2021-08-24-5550000,2021-08-24,2021,Brooklyn,WILLIAMSBURG-NORTH,Other commercial,14 RENTALS - 4-10 UNIT,2,4,4787.0,5550000.0,1159.390014622937,1910,40.712966,-73.957363,301
3-4198-18-2021-08-24-1262500,2021-08-24,2021,Brooklyn,EAST NEW YORK,Industrial,30 WAREHOUSES,1,1,4900.0,1262500.0,257.6530612244898,1930,40.677937,-73.869713,305
3-448-34-2021-08-24-3150000,2021-08-24,2021,Brooklyn,GOWANUS,Retail,22 STORE BUILDINGS,2,2,8948.0,3150000.0,352.0339740724184,2006,40.67669,-73.983546,306
3-4771-72-2021-08-24-1390000,2021-08-24,2021,Brooklyn,FLATBUSH-EAST,Industrial,30 WAREHOUSES,1,1,2402.0,1390000.0,578.684429641965,1931,40.643759,-73.929517,317
1-905-30-2021-08-24-14800000,2021-08-24,2021,Manhattan,GRAMERCY,Other commercial,32 HOSPITAL AND HEALTH FACILITIES,2,2,7220.0,14800000.0,2049.861495844875,1925,40.738842,-73.980225,106
1-905-32-2021-08-24-14800000,2021-08-24,2021,Manhattan,GRAMERCY,Other commercial,32 HOSPITAL AND HEALTH FACILITIES,3,3,7200.0,14800000.0,2055.5555555555557,1920,40.738938,-73.980153,106
4-1465-37-2021-08-24-4300000,2021-08-24,2021,Queens,JACKSON HEIGHTS,Retail,22 STORE BUILDINGS,6,6,6000.0,4300000.0,716.6666666666666,1931,40.750664,-73.875674,403
4-2545-40-2021-08-24-8190000,2021-08-24,2021,Queens,MASPETH,Retail,22 STORE BUILDINGS,1,1,3750.0,8190000.0,2184.0,1983,40.73077,-73.919182,402
4-4788-26-2021-08-24-1850000,2021-08-24,2021,Queens,FLUSHING-NORTH,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2742.0,1850000.0,674.690007293946,1930,40.770727,-73.822482,407
4-8260-103-2021-08-24-2000000,2021-08-24,2021,Queens,LITTLE NECK,Office,21 OFFICE BUILDINGS,7,9,6000.0,2000000.0,333.3333333333333,1931,40.770625,-73.73528,411
5-2848-49-2021-08-24-750000,2021-08-24,2021,Staten Island,ROSEBANK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1800.0,750000.0,416.6666666666667,1925,40.61555,-74.067226,501
5-4265-46-2021-08-24-1175000,2021-08-24,2021,Staten Island,OAKWOOD,Office,21 OFFICE BUILDINGS,3,3,2680.0,1175000.0,438.43283582089555,1965,40.565536,-74.129668,503
5-5531-3-2021-08-24-540000,2021-08-24,2021,Staten Island,GREAT KILLS,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2393.0,540000.0,225.65816966151274,1925,40.55514,-74.168578,503
5-7207-254-2021-08-24-2350000,2021-08-24,2021,Staten Island,ROSSVILLE-PORT MOBIL,Retail,22 STORE BUILDINGS,10,10,14697.0,2350000.0,159.89657753282984,2007,40.54567,-74.230733,503
2-2377-41-2021-08-25-2150000,2021-08-25,2021,Bronx,MORRISANIA/LONGWOOD,Industrial,30 WAREHOUSES,2,3,11200.0,2150000.0,191.96428571428572,1931,40.819924,-73.914167,201
3-1309-6-2021-08-25-41500000,2021-08-25,2021,Brooklyn,CROWN HEIGHTS,Retail,22 STORE BUILDINGS,1,1,15932.0,41500000.0,2604.820487070048,1970,40.66479,-73.950982,309
3-1695-49-2021-08-25-1015000,2021-08-25,2021,Brooklyn,BEDFORD STUYVESANT,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3807.0,1015000.0,266.6141318623588,1901,40.679168,-73.926841,303
3-2680-51-2021-08-25-2500000,2021-08-25,2021,Brooklyn,GREENPOINT,Other commercial,14 RENTALS - 4-10 UNIT,1,5,3750.0,2500000.0,666.6666666666666,1931,40.723366,-73.950542,301
3-5919-39-2021-08-25-1700000,2021-08-25,2021,Brooklyn,BAY RIDGE,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3300.0,1700000.0,515.1515151515151,1910,40.630873,-74.022081,310
3-7347-1-2021-08-25-3750000,2021-08-25,2021,Brooklyn,SHEEPSHEAD BAY,Other commercial,07 RENTALS - WALKUP APARTMENTS,6,18,13600.0,3750000.0,275.7352941176471,1924,40.598355,-73.957249,315
1-1244-33-2021-08-25-12100000,2021-08-25,2021,Manhattan,UPPER WEST SIDE (79-96),Hotel,26 OTHER HOTELS,1,1,25639.0,12100000.0,471.9372830453606,1927,40.785574,-73.981713,107
1-828-21-2021-08-25-5400000,2021-08-25,2021,Manhattan,FLATIRON,Office,21 OFFICE BUILDINGS,5,5,10016.0,5400000.0,539.1373801916933,1920,40.744036,-73.98956,105
5-3645-1-2021-08-25-10500000,2021-08-25,2021,Staten Island,NEW DORP,Retail,22 STORE BUILDINGS,21,21,24000.0,10500000.0,437.5,1975,40.573379,-74.106847,502
2-2362-150-2021-08-26-8750000,2021-08-26,2021,Bronx,MORRISANIA/LONGWOOD,Retail,22 STORE BUILDINGS,1,1,11450.0,8750000.0,764.1921397379913,1937,40.817767,-73.915315,201
2-2723-40-2021-08-26-24000000,2021-08-26,2021,Bronx,MORRISANIA/LONGWOOD,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,15,112,156980.0,24000000.0,152.88571792585043,1909,40.82097,-73.892412,202
2-3774-1-2021-08-26-6250000,2021-08-26,2021,Bronx,SOUNDVIEW,Retail,22 STORE BUILDINGS,4,4,9600.0,6250000.0,651.0416666666666,1927,40.828718,-73.877656,209
3-2691-7-2021-08-26-2150410,2021-08-26,2021,Brooklyn,GREENPOINT,Other commercial,14 RENTALS - 4-10 UNIT,1,6,5220.0,2150410.0,411.955938697318,1960,40.726122,-73.939106,301
3-2691-8-2021-08-26-2150410,2021-08-26,2021,Brooklyn,GREENPOINT,Other commercial,14 RENTALS - 4-10 UNIT,1,6,5220.0,2150410.0,411.955938697318,1957,40.72613,-73.939013,301
3-4784-35-2021-08-26-2050000,2021-08-26,2021,Brooklyn,FLATBUSH-EAST,Office,21 OFFICE BUILDINGS,1,1,9685.0,2050000.0,211.66752710376872,1931,40.638198,-73.928947,317
3-4917-42-2021-08-26-1325000,2021-08-26,2021,Brooklyn,FLATBUSH-EAST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2376.0,1325000.0,557.6599326599327,1910,40.645267,-73.946913,317
3-5152-12-2021-08-26-7400000,2021-08-26,2021,Brooklyn,FLATBUSH-CENTRAL,Retail,22 STORE BUILDINGS,5,5,15330.0,7400000.0,482.7136333985649,1930,40.644512,-73.95798,314
3-7374-55-2021-08-26-998000,2021-08-26,2021,Brooklyn,SHEEPSHEAD BAY,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2340.0,998000.0,426.4957264957265,1927,40.594485,-73.957302,315
3-8257-40-2021-08-26-750000,2021-08-26,2021,Brooklyn,CANARSIE,Retail,22 STORE BUILDINGS,2,2,1944.0,750000.0,385.8024691358025,1931,40.6364,-73.898798,318
3-8380-2-2021-08-26-3875000,2021-08-26,2021,Brooklyn,OLD MILL BASIN,Retail,22 STORE BUILDINGS,6,10,7890.0,3875000.0,491.128010139417,1959,40.615299,-73.918443,318
4-15852-60-2021-08-26-25000000,2021-08-26,2021,Queens,ARVERNE,Hotel,26 OTHER HOTELS,94,94,48613.0,25000000.0,514.2657313887232,2012,40.593723,-73.774761,414
4-2472-2-2021-08-26-1538000,2021-08-26,2021,Queens,ELMHURST,Retail,22 STORE BUILDINGS,1,1,3116.0,1538000.0,493.58151476251606,1961,40.737489,-73.883453,404
4-3383-41-2021-08-26-1815000,2021-08-26,2021,Queens,RIDGEWOOD,Retail,22 STORE BUILDINGS,1,3,3875.0,1815000.0,468.38709677419354,1930,40.709234,-73.906894,405
4-3389-48-2021-08-26-1570677,2021-08-26,2021,Queens,RIDGEWOOD,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3000.0,1570677.0,523.559,1931,40.708384,-73.908691,405
4-4136-22-2021-08-26-8400000,2021-08-26,2021,Queens,COLLEGE POINT,Other commercial,27 FACTORIES,5,5,19350.0,8400000.0,434.1085271317829,1972,40.782988,-73.837735,407
4-5398-11-2021-08-26-1650000,2021-08-26,2021,Queens,FLUSHING-NORTH,Office,21 OFFICE BUILDINGS,1,1,1218.0,1650000.0,1354.679802955665,1935,40.759331,-73.799245,407
4-9513-33-2021-08-26-970000,2021-08-26,2021,Queens,RICHMOND HILL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2600.0,970000.0,373.0769230769231,1920,40.683915,-73.833271,410
5-2842-30-2021-08-26-8600000,2021-08-26,2021,Staten Island,ROSEBANK,Office,21 OFFICE BUILDINGS,6,6,43408.0,8600000.0,198.12016218208626,1989,40.618326,-74.071209,501
5-345-16-2021-08-26-716000,2021-08-26,2021,Staten Island,CASTLETON CORNERS,Office,21 OFFICE BUILDINGS,2,3,2175.0,716000.0,329.1954022988506,1940,40.61405,-74.116897,501
3-7022-37-2021-08-27-1050000,2021-08-27,2021,Brooklyn,CONEY ISLAND,Other commercial,14 RENTALS - 4-10 UNIT,1,6,8400.0,1050000.0,125.0,1920,,,
3-709-18-2021-08-27-950000,2021-08-27,2021,Brooklyn,SUNSET PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1748.0,950000.0,543.4782608695652,1910,40.652065,-74.005247,307
1-1244-58-2021-08-27-7275000,2021-08-27,2021,Manhattan,UPPER WEST SIDE (79-96),Other commercial,33 EDUCATIONAL FACILITIES,1,1,8434.0,7275000.0,862.5800331989566,1910,40.785985,-73.981619,107
4-1319-12-2021-08-27-3800000,2021-08-27,2021,Queens,SUNNYSIDE,Retail,22 STORE BUILDINGS,2,2,6328.0,3800000.0,600.5056890012643,2004,40.743527,-73.914579,402
2-4590-45-2021-08-30-1150000,2021-08-30,2021,Bronx,BRONXDALE,Office,21 OFFICE BUILDINGS,4,4,6100.0,1150000.0,188.52459016393442,1956,40.870906,-73.847113,211
3-1399-52-2021-08-30-2450000,2021-08-30,2021,Brooklyn,CROWN HEIGHTS,Other commercial,07 RENTALS - WALKUP APARTMENTS,3,25,19591.0,2450000.0,125.05742432749732,1923,40.667393,-73.923123,308
3-1695-52-2021-08-30-575000,2021-08-30,2021,Brooklyn,BEDFORD STUYVESANT,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1445.0,575000.0,397.92387543252596,1910,40.679185,-73.927237,303
3-3259-25-2021-08-30-1150000,2021-08-30,2021,Brooklyn,WYCKOFF HEIGHTS,Office,21 OFFICE BUILDINGS,2,3,4000.0,1150000.0,287.5,1931,40.703292,-73.919046,304
3-3277-3-2021-08-30-1275000,2021-08-30,2021,Brooklyn,BUSHWICK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,4000.0,1275000.0,318.75,1899,40.698056,-73.921043,304
3-3293-66-2021-08-30-3150000,2021-08-30,2021,Brooklyn,BUSHWICK,Other commercial,14 RENTALS - 4-10 UNIT,1,7,8400.0,3150000.0,375.0,1931,40.691118,-73.92488,304
3-3493-27-2021-08-30-1200000,2021-08-30,2021,Brooklyn,BROWNSVILLE,Office,21 OFFICE BUILDINGS,2,2,5080.0,1200000.0,236.2204724409449,1930,40.668783,-73.916863,316
3-5063-42-2021-08-30-1600000,2021-08-30,2021,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,4080.0,1600000.0,392.15686274509807,1925,40.654369,-73.959617,314
3-810-1-2021-08-30-832000,2021-08-30,2021,Brooklyn,SUNSET PARK,Other commercial,14 RENTALS - 4-10 UNIT,1,5,6000.0,832000.0,138.66666666666666,1931,40.663131,-73.984706,307
1-193-50-2021-08-30-6500000,2021-08-30,2021,Manhattan,TRIBECA,Office,21 OFFICE BUILDINGS,7,7,18300.0,6500000.0,355.1912568306011,1915,40.71812,-74.00298,101
4-11067-38-2021-08-30-705000,2021-08-30,2021,Queens,ST. ALBANS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2160.0,705000.0,326.3888888888889,1920,40.693237,-73.756661,412
4-2285-29-2021-08-30-800000,2021-08-30,2021,Queens,SUNNYSIDE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1596.0,800000.0,501.2531328320802,1926,40.741013,-73.917942,402
2-3177-26-2021-08-31-1900000,2021-08-31,2021,Bronx,FORDHAM,Other commercial,14 RENTALS - 4-10 UNIT,1,4,2889.0,1900000.0,657.6670128071997,1931,40.866904,-73.896069,207
2-3177-27-2021-08-31-1900000,2021-08-31,2021,Bronx,FORDHAM,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2829.0,1900000.0,671.615411806292,1931,40.866895,-73.896047,207
3-1889-92-2021-08-31-1000000,2021-08-31,2021,Brooklyn,CLINTON HILL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2700.0,1000000.0,370.3703703703704,1958,40.693306,-73.967253,302
3-297-48-2021-08-31-3100000,2021-08-31,2021,Brooklyn,COBBLE HILL,Other commercial,29 COMMERCIAL GARAGES,1,1,1500.0,3100000.0,2066.6666666666665,1931,40.688087,-73.99479,306
1-150-4-2021-08-31-5084888,2021-08-31,2021,Manhattan,CIVIC CENTER,Retail,22 STORE BUILDINGS,4,4,6976.0,5084888.0,728.9116972477065,1915,40.714964,-74.006493,101
1-150-5-2021-08-31-6465113,2021-08-31,2021,Manhattan,CIVIC CENTER,Retail,22 STORE BUILDINGS,6,7,8900.0,6465113.0,726.4171910112359,1915,40.714997,-74.006565,101
4-10606-262-2021-08-31-1360000,2021-08-31,2021,Queens,QUEENS VILLAGE,Retail,22 STORE BUILDINGS,1,4,4932.0,1360000.0,275.75020275750205,1931,40.716968,-73.741355,413
4-2013-19-2021-08-31-1500000,2021-08-31,2021,Queens,CORONA,Other commercial,14 RENTALS - 4-10 UNIT,1,4,4640.0,1500000.0,323.2758620689655,1931,40.752041,-73.854254,404
4-5494-8-2021-08-31-1000000,2021-08-31,2021,Queens,FLUSHING-NORTH,Retail,22 STORE BUILDINGS,1,1,1560.0,1000000.0,641.025641025641,1931,40.751247,-73.803579,407
4-9574-10-2021-08-31-2550000,2021-08-31,2021,Queens,RICHMOND HILL,Retail,22 STORE BUILDINGS,7,10,3814.0,2550000.0,668.5894074462507,1931,40.686686,-73.822987,410
2-3898-96-2021-09-01-1325000,2021-09-01,2021,Bronx,PARKCHESTER,Retail,22 STORE BUILDINGS,6,6,6640.0,1325000.0,199.54819277108433,1930,40.836213,-73.867032,209
2-4428-55-2021-09-01-1440000,2021-09-01,2021,Bronx,BRONXDALE,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2560.0,1440000.0,562.5,1960,40.863727,-73.868431,211
2-4563-142-2021-09-01-361832,2021-09-01,2021,Bronx,BRONXDALE,Other commercial,38 ASYLUMS AND HOMES,1,1,3470.0,361832.0,104.27435158501441,1945,40.869389,-73.85024,211
3-1265-44-2021-09-01-1150000,2021-09-01,2021,Brooklyn,CROWN HEIGHTS,Other commercial,37 RELIGIOUS FACILITIES,1,3,3270.0,1150000.0,351.68195718654437,1931,40.669851,-73.939381,308
3-2534-20-2021-09-01-3095000,2021-09-01,2021,Brooklyn,GREENPOINT,Industrial,30 WAREHOUSES,1,1,5000.0,3095000.0,619.0,1931,40.73339,-73.950866,301
3-3689-12-2021-09-01-17000000,2021-09-01,2021,Brooklyn,EAST NEW YORK,Retail,22 STORE BUILDINGS,1,1,10460.0,17000000.0,1625.2390057361376,1920,40.675937,-73.894603,305
3-5394-27-2021-09-01-550000,2021-09-01,2021,Brooklyn,BOROUGH PARK,Other commercial,29 COMMERCIAL GARAGES,1,1,2000.0,550000.0,275.0,1933,40.634633,-73.977878,312
3-5394-28-2021-09-01-999000,2021-09-01,2021,Brooklyn,BOROUGH PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,5280.0,999000.0,189.20454545454547,1925,40.634597,-73.977871,312
3-5394-29-2021-09-01-851000,2021-09-01,2021,Brooklyn,BOROUGH PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3144.0,851000.0,270.67430025445293,1925,40.634562,-73.977864,312
3-863-6-2021-09-01-1520000,2021-09-01,2021,Brooklyn,SUNSET PARK,Other commercial,14 RENTALS - 4-10 UNIT,2,8,6344.0,1520000.0,239.59646910466583,1931,40.641298,-74.017941,307
1-455-27-2021-09-01-3526000,2021-09-01,2021,Manhattan,EAST VILLAGE,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,18,7626.0,3526000.0,462.36559139784947,1920,40.731681,-73.983377,103
4-601-41-2021-09-01-5500000,2021-09-01,2021,Queens,LONG ISLAND CITY,Office,21 OFFICE BUILDINGS,3,3,12152.0,5500000.0,452.60039499670836,1925,40.755364,-73.928547,401
4-6891-32-2021-09-01-6250000,2021-09-01,2021,Queens,FLUSHING-SOUTH,Retail,22 STORE BUILDINGS,1,1,2560.0,6250000.0,2441.40625,2017,40.738418,-73.79453,408
2-3616-1-2021-09-02-14600000,2021-09-02,2021,Bronx,CASTLE HILL/UNIONPORT,Industrial,30 WAREHOUSES,1,1,32471.0,14600000.0,449.63197930461024,1988,40.822055,-73.842434,209
3-1029-1-2021-09-02-2775000,2021-09-02,2021,Brooklyn,PARK SLOPE SOUTH,Other commercial,14 RENTALS - 4-10 UNIT,2,6,4714.0,2775000.0,588.6720407297412,1920,40.666858,-73.988224,306
3-3082-28-2021-09-02-950000,2021-09-02,2021,Brooklyn,WILLIAMSBURG-EAST,Other commercial,27 FACTORIES,1,1,4375.0,950000.0,217.14285714285714,2007,40.706386,-73.937689,301
3-361-29-2021-09-02-3257482,2021-09-02,2021,Brooklyn,CARROLL GARDENS,Retail,22 STORE BUILDINGS,1,1,5600.0,3257482.0,581.6932142857142,1961,40.67988,-73.997108,306
3-5511-46-2021-09-02-4200000,2021-09-02,2021,Brooklyn,BOROUGH PARK,Retail,22 STORE BUILDINGS,4,6,9228.0,4200000.0,455.1365409622887,1915,40.622437,-73.986859,312
3-5550-38-2021-09-02-1200000,2021-09-02,2021,Brooklyn,BOROUGH PARK,Other commercial,33 EDUCATIONAL FACILITIES,1,1,3116.0,1200000.0,385.10911424903725,1931,40.614276,-73.981,311
3-6710-77-2021-09-02-2100000,2021-09-02,2021,Brooklyn,MIDWOOD,Other commercial,37 RELIGIOUS FACILITIES,1,1,4576.0,2100000.0,458.9160839160839,1909,40.625414,-73.959343,314
1-805-3-2021-09-02-107000000,2021-09-02,2021,Manhattan,FASHION,Office,21 OFFICE BUILDINGS,72,72,190325.0,107000000.0,562.196243268094,1928,40.748038,-73.99276,105
4-13437-7-2021-09-02-670000,2021-09-02,2021,Queens,ROSEDALE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2000.0,670000.0,335.0,1950,40.659068,-73.757233,413
5-1073-90-2021-09-02-300000,2021-09-02,2021,Staten Island,PORT RICHMOND,Industrial,30 WAREHOUSES,1,3,3973.0,300000.0,75.50969041026931,1931,40.639332,-74.132348,501
3-3239-3-2021-09-03-465000,2021-09-03,2021,Brooklyn,WYCKOFF HEIGHTS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3090.0,465000.0,150.48543689320388,1930,40.70557,-73.918311,304
3-338-53-2021-09-03-3250000,2021-09-03,2021,Brooklyn,CARROLL GARDENS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,5080.0,3250000.0,639.7637795275591,1900,40.683355,-73.999268,306
3-4285-154-2021-09-03-740000,2021-09-03,2021,Brooklyn,EAST NEW YORK,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1646.0,740000.0,449.57472660996353,1984,40.670733,-73.865985,305
3-5226-24-2021-09-03-710000,2021-09-03,2021,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3300.0,710000.0,215.15151515151516,1933,40.637008,-73.952101,314
3-5352-114-2021-09-03-730000,2021-09-03,2021,Brooklyn,BOROUGH PARK,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2334.0,730000.0,312.76778063410455,1910,40.641965,-73.979288,312
3-596-12-2021-09-03-13400000,2021-09-03,2021,Brooklyn,RED HOOK,Industrial,30 WAREHOUSES,3,3,25400.0,13400000.0,527.5590551181102,1956,40.676761,-74.016303,306
3-596-6-2021-09-03-13400000,2021-09-03,2021,Brooklyn,RED HOOK,Industrial,30 WAREHOUSES,1,1,6421.0,13400000.0,2086.9023516586203,1925,40.676662,-74.016158,306
3-6746-11-2021-09-03-1500000,2021-09-03,2021,Brooklyn,MIDWOOD,Retail,22 STORE BUILDINGS,4,4,3880.0,1500000.0,386.5979381443299,1931,40.618244,-73.957838,314
3-800-44-2021-09-03-1300000,2021-09-03,2021,Brooklyn,SUNSET PARK,Other commercial,14 RENTALS - 4-10 UNIT,1,4,2763.0,1300000.0,470.50307636626854,1931,40.643075,-74.008861,307
