city,date,service_family,requests
Chicago,2022-12-05,sanitation,439
Chicago,2022-12-05,transport_public_realm,603
Chicago,2022-12-06,housing_buildings,228
Chicago,2022-12-06,information_administration,3629
Chicago,2022-12-06,noise,594
Chicago,2022-12-06,other,97
Chicago,2022-12-06,sanitation,451
Chicago,2022-12-06,transport_public_realm,772
Chicago,2022-12-07,housing_buildings,192
Chicago,2022-12-07,information_administration,2506
Chicago,2022-12-07,noise,819
Chicago,2022-12-07,other,93
Chicago,2022-12-07,sanitation,447
Chicago,2022-12-07,transport_public_realm,627
Chicago,2022-12-08,housing_buildings,196
Chicago,2022-12-08,information_administration,2593
Chicago,2022-12-08,noise,474
Chicago,2022-12-08,other,105
Chicago,2022-12-08,sanitation,393
Chicago,2022-12-08,transport_public_realm,672
Chicago,2022-12-09,housing_buildings,218
Chicago,2022-12-09,information_administration,2473
Chicago,2022-12-09,noise,193
Chicago,2022-12-09,other,87
Chicago,2022-12-09,sanitation,309
Chicago,2022-12-09,transport_public_realm,455
Chicago,2022-12-10,housing_buildings,85
Chicago,2022-12-10,information_administration,1216
Chicago,2022-12-10,noise,488
Chicago,2022-12-10,other,44
Chicago,2022-12-10,sanitation,152
Chicago,2022-12-10,transport_public_realm,253
Chicago,2022-12-11,housing_buildings,66
Chicago,2022-12-11,information_administration,1251
Chicago,2022-12-11,noise,1388
Chicago,2022-12-11,other,26
Chicago,2022-12-11,sanitation,150
Chicago,2022-12-11,transport_public_realm,243
Chicago,2022-12-12,housing_buildings,198
Chicago,2022-12-12,information_administration,2727
Chicago,2022-12-12,noise,753
Chicago,2022-12-12,other,109
Chicago,2022-12-12,sanitation,478
Chicago,2022-12-12,transport_public_realm,633
Chicago,2022-12-13,housing_buildings,180
Chicago,2022-12-13,information_administration,2611
Chicago,2022-12-13,noise,795
Chicago,2022-12-13,other,86
Chicago,2022-12-13,sanitation,399
Chicago,2022-12-13,transport_public_realm,625
Chicago,2022-12-14,housing_buildings,214
Chicago,2022-12-14,information_administration,2424
Chicago,2022-12-14,noise,590
Chicago,2022-12-14,other,77
Chicago,2022-12-14,sanitation,316
Chicago,2022-12-14,transport_public_realm,642
Chicago,2022-12-15,housing_buildings,285
Chicago,2022-12-15,information_administration,2149
Chicago,2022-12-15,noise,859
Chicago,2022-12-15,other,67
Chicago,2022-12-15,sanitation,336
Chicago,2022-12-15,transport_public_realm,701
Chicago,2022-12-16,housing_buildings,175
Chicago,2022-12-16,information_administration,2294
Chicago,2022-12-16,noise,785
Chicago,2022-12-16,other,57
Chicago,2022-12-16,sanitation,231
Chicago,2022-12-16,transport_public_realm,567
Chicago,2022-12-17,housing_buildings,84
Chicago,2022-12-17,information_administration,1141
Chicago,2022-12-17,noise,985
Chicago,2022-12-17,other,61
Chicago,2022-12-17,sanitation,83
Chicago,2022-12-17,transport_public_realm,235
Chicago,2022-12-18,housing_buildings,83
Chicago,2022-12-18,information_administration,880
Chicago,2022-12-18,noise,1084
Chicago,2022-12-18,other,33
Chicago,2022-12-18,sanitation,67
Chicago,2022-12-18,transport_public_realm,254
Chicago,2022-12-19,housing_buildings,174
Chicago,2022-12-19,information_administration,2465
Chicago,2022-12-19,noise,875
Chicago,2022-12-19,other,118
Chicago,2022-12-19,sanitation,348
Chicago,2022-12-19,transport_public_realm,786
Chicago,2022-12-20,housing_buildings,166
Chicago,2022-12-20,information_administration,2408
Chicago,2022-12-20,noise,906
Chicago,2022-12-20,other,73
Chicago,2022-12-20,sanitation,287
Chicago,2022-12-20,transport_public_realm,647
Chicago,2022-12-21,housing_buildings,154
Chicago,2022-12-21,information_administration,2538
Chicago,2022-12-21,noise,847
Chicago,2022-12-21,other,97
Chicago,2022-12-21,sanitation,247
Chicago,2022-12-21,transport_public_realm,547
Chicago,2022-12-22,housing_buildings,161
Chicago,2022-12-22,information_administration,2607
Chicago,2022-12-22,noise,538
Chicago,2022-12-22,other,64
Chicago,2022-12-22,sanitation,210
Chicago,2022-12-22,transport_public_realm,425
Chicago,2022-12-23,housing_buildings,324
Chicago,2022-12-23,information_administration,1446
Chicago,2022-12-23,noise,260
Chicago,2022-12-23,other,69
Chicago,2022-12-23,sanitation,106
Chicago,2022-12-23,transport_public_realm,307
Chicago,2022-12-24,housing_buildings,270
Chicago,2022-12-24,information_administration,912
Chicago,2022-12-24,noise,393
Chicago,2022-12-24,other,49
Chicago,2022-12-24,sanitation,35
Chicago,2022-12-24,transport_public_realm,211
Chicago,2022-12-25,housing_buildings,194
Chicago,2022-12-25,information_administration,525
Chicago,2022-12-25,noise,222
Chicago,2022-12-25,other,69
Chicago,2022-12-25,sanitation,40
Chicago,2022-12-25,transport_public_realm,165
Chicago,2022-12-26,housing_buildings,334
Chicago,2022-12-26,information_administration,1330
Chicago,2022-12-26,noise,579
Chicago,2022-12-26,other,109
Chicago,2022-12-26,sanitation,128
Chicago,2022-12-26,transport_public_realm,272
Chicago,2022-12-27,housing_buildings,403
Chicago,2022-12-27,information_administration,1723
Chicago,2022-12-27,noise,616
Chicago,2022-12-27,other,111
Chicago,2022-12-27,sanitation,251
Chicago,2022-12-27,transport_public_realm,659
Chicago,2022-12-28,housing_buildings,360
Chicago,2022-12-28,information_administration,1734
Chicago,2022-12-28,noise,907
Chicago,2022-12-28,other,117
Chicago,2022-12-28,sanitation,356
Chicago,2022-12-28,transport_public_realm,589
Chicago,2022-12-29,housing_buildings,295
Chicago,2022-12-29,information_administration,2227
Chicago,2022-12-29,noise,1155
Chicago,2022-12-29,other,130
Chicago,2022-12-29,sanitation,495
Chicago,2022-12-29,transport_public_realm,635
Chicago,2022-12-30,housing_buildings,236
Chicago,2022-12-30,information_administration,2475
Chicago,2022-12-30,noise,985
Chicago,2022-12-30,other,159
Chicago,2022-12-30,sanitation,433
Chicago,2022-12-30,transport_public_realm,595
Chicago,2022-12-31,housing_buildings,100
Chicago,2022-12-31,information_administration,1126
Chicago,2022-12-31,noise,915
Chicago,2022-12-31,other,84
Chicago,2022-12-31,sanitation,147
Chicago,2022-12-31,transport_public_realm,263
Chicago,2023-01-01,housing_buildings,69
Chicago,2023-01-01,information_administration,980
Chicago,2023-01-01,noise,578
Chicago,2023-01-01,other,52
Chicago,2023-01-01,sanitation,99
Chicago,2023-01-01,transport_public_realm,349
Chicago,2023-01-02,housing_buildings,173
Chicago,2023-01-02,information_administration,1522
Chicago,2023-01-02,noise,727
Chicago,2023-01-02,other,115
Chicago,2023-01-02,sanitation,257
Chicago,2023-01-02,transport_public_realm,402
Chicago,2023-01-03,housing_buildings,341
Chicago,2023-01-03,information_administration,2006
Chicago,2023-01-03,noise,799
Chicago,2023-01-03,other,96
Chicago,2023-01-03,sanitation,453
Chicago,2023-01-03,transport_public_realm,1195
Chicago,2023-01-04,housing_buildings,251
Chicago,2023-01-04,information_administration,2445
Chicago,2023-01-04,noise,904
Chicago,2023-01-04,other,109
Chicago,2023-01-04,sanitation,524
Chicago,2023-01-04,transport_public_realm,971
Chicago,2023-01-05,housing_buildings,230
Chicago,2023-01-05,information_administration,2260
Chicago,2023-01-05,noise,826
Chicago,2023-01-05,other,84
Chicago,2023-01-05,sanitation,404
Chicago,2023-01-05,transport_public_realm,800
Chicago,2023-01-06,housing_buildings,171
Chicago,2023-01-06,information_administration,2544
Chicago,2023-01-06,noise,936
Chicago,2023-01-06,other,92
Chicago,2023-01-06,sanitation,373
Chicago,2023-01-06,transport_public_realm,759
Chicago,2023-01-07,housing_buildings,47
Chicago,2023-01-07,information_administration,634
Chicago,2023-01-07,noise,586
Chicago,2023-01-07,other,28
Chicago,2023-01-07,sanitation,84
Chicago,2023-01-07,transport_public_realm,147
Chicago,2023-01-08,housing_buildings,103
Chicago,2023-01-08,information_administration,1179
Chicago,2023-01-08,noise,805
Chicago,2023-01-08,other,34
Chicago,2023-01-08,sanitation,123
Chicago,2023-01-08,transport_public_realm,249
Chicago,2023-01-09,housing_buildings,227
Chicago,2023-01-09,information_administration,2814
Chicago,2023-01-09,noise,922
Chicago,2023-01-09,other,126
Chicago,2023-01-09,sanitation,549
Chicago,2023-01-09,transport_public_realm,2895
Chicago,2023-01-10,housing_buildings,209
Chicago,2023-01-10,information_administration,2587
Chicago,2023-01-10,noise,984
Chicago,2023-01-10,other,133
Chicago,2023-01-10,sanitation,438
Chicago,2023-01-10,transport_public_realm,1086
Chicago,2023-01-11,housing_buildings,216
Chicago,2023-01-11,information_administration,2365
Chicago,2023-01-11,noise,551
Chicago,2023-01-11,other,129
Chicago,2023-01-11,sanitation,530
Chicago,2023-01-11,transport_public_realm,995
Chicago,2023-01-12,housing_buildings,213
Chicago,2023-01-12,information_administration,2533
Chicago,2023-01-12,noise,360
Chicago,2023-01-12,other,106
Chicago,2023-01-12,sanitation,409
Chicago,2023-01-12,transport_public_realm,857
Chicago,2023-01-13,housing_buildings,182
Chicago,2023-01-13,information_administration,2578
Chicago,2023-01-13,noise,605
Chicago,2023-01-13,other,73
Chicago,2023-01-13,sanitation,328
Chicago,2023-01-13,transport_public_realm,812
Chicago,2023-01-14,housing_buildings,128
Chicago,2023-01-14,information_administration,1417
Chicago,2023-01-14,noise,450
Chicago,2023-01-14,other,53
Chicago,2023-01-14,sanitation,126
Chicago,2023-01-14,transport_public_realm,292
Chicago,2023-01-15,housing_buildings,72
Chicago,2023-01-15,information_administration,1659
Chicago,2023-01-15,noise,431
Chicago,2023-01-15,other,60
Chicago,2023-01-15,sanitation,136
Chicago,2023-01-15,transport_public_realm,375
Chicago,2023-01-16,housing_buildings,136
Chicago,2023-01-16,information_administration,2150
Chicago,2023-01-16,noise,669
Chicago,2023-01-16,other,54
Chicago,2023-01-16,sanitation,232
Chicago,2023-01-16,transport_public_realm,450
Chicago,2023-01-17,housing_buildings,236
Chicago,2023-01-17,information_administration,2600
Chicago,2023-01-17,noise,702
Chicago,2023-01-17,other,105
Chicago,2023-01-17,sanitation,442
Chicago,2023-01-17,transport_public_realm,1070
Chicago,2023-01-18,housing_buildings,230
Chicago,2023-01-18,information_administration,2675
Chicago,2023-01-18,noise,841
Chicago,2023-01-18,other,117
Chicago,2023-01-18,sanitation,415
Chicago,2023-01-18,transport_public_realm,773
Chicago,2023-01-19,housing_buildings,273
Chicago,2023-01-19,information_administration,2275
Chicago,2023-01-19,noise,563
Chicago,2023-01-19,other,129
Chicago,2023-01-19,sanitation,368
Chicago,2023-01-19,transport_public_realm,882
Chicago,2023-01-20,housing_buildings,198
Chicago,2023-01-20,information_administration,2325
Chicago,2023-01-20,noise,1059
Chicago,2023-01-20,other,83
Chicago,2023-01-20,sanitation,331
Chicago,2023-01-20,transport_public_realm,774
Chicago,2023-01-21,housing_buildings,77
Chicago,2023-01-21,information_administration,1693
Chicago,2023-01-21,noise,638
Chicago,2023-01-21,other,54
Chicago,2023-01-21,sanitation,131
Chicago,2023-01-21,transport_public_realm,309
Chicago,2023-01-22,housing_buildings,78
Chicago,2023-01-22,information_administration,1599
Chicago,2023-01-22,noise,697
Chicago,2023-01-22,other,33
Chicago,2023-01-22,sanitation,104
Chicago,2023-01-22,transport_public_realm,338
Chicago,2023-01-23,housing_buildings,160
Chicago,2023-01-23,information_administration,2311
Chicago,2023-01-23,noise,870
Chicago,2023-01-23,other,68
Chicago,2023-01-23,sanitation,363
Chicago,2023-01-23,transport_public_realm,1054
Chicago,2023-01-24,housing_buildings,206
Chicago,2023-01-24,information_administration,2420
Chicago,2023-01-24,noise,667
Chicago,2023-01-24,other,92
Chicago,2023-01-24,sanitation,363
Chicago,2023-01-24,transport_public_realm,1103
Chicago,2023-01-25,housing_buildings,219
Chicago,2023-01-25,information_administration,2412
Chicago,2023-01-25,noise,619
Chicago,2023-01-25,other,78
Chicago,2023-01-25,sanitation,273
Chicago,2023-01-25,transport_public_realm,695
Chicago,2023-01-26,housing_buildings,207
Chicago,2023-01-26,information_administration,2518
Chicago,2023-01-26,noise,457
Chicago,2023-01-26,other,113
Chicago,2023-01-26,sanitation,240
Chicago,2023-01-26,transport_public_realm,667
Chicago,2023-01-27,housing_buildings,208
Chicago,2023-01-27,information_administration,2380
Chicago,2023-01-27,noise,732
Chicago,2023-01-27,other,74
Chicago,2023-01-27,sanitation,212
Chicago,2023-01-27,transport_public_realm,725
Chicago,2023-01-28,housing_buildings,137
Chicago,2023-01-28,information_administration,1795
Chicago,2023-01-28,noise,692
Chicago,2023-01-28,other,38
Chicago,2023-01-28,sanitation,89
Chicago,2023-01-28,transport_public_realm,329
Chicago,2023-01-29,housing_buildings,77
Chicago,2023-01-29,information_administration,1571
Chicago,2023-01-29,noise,816
Chicago,2023-01-29,other,25
Chicago,2023-01-29,sanitation,74
Chicago,2023-01-29,transport_public_realm,231
Chicago,2023-01-30,housing_buildings,220
Chicago,2023-01-30,information_administration,2383
Chicago,2023-01-30,noise,488
Chicago,2023-01-30,other,102
Chicago,2023-01-30,sanitation,281
Chicago,2023-01-30,transport_public_realm,1060
Chicago,2023-01-31,housing_buildings,201
Chicago,2023-01-31,information_administration,2655
Chicago,2023-01-31,noise,573
Chicago,2023-01-31,other,119
Chicago,2023-01-31,sanitation,294
Chicago,2023-01-31,transport_public_realm,1076
Chicago,2023-02-01,housing_buildings,209
Chicago,2023-02-01,information_administration,2528
Chicago,2023-02-01,noise,572
Chicago,2023-02-01,other,102
Chicago,2023-02-01,sanitation,294
Chicago,2023-02-01,transport_public_realm,941
Chicago,2023-02-02,housing_buildings,173
Chicago,2023-02-02,information_administration,2681
Chicago,2023-02-02,noise,764
Chicago,2023-02-02,other,127
Chicago,2023-02-02,sanitation,285
Chicago,2023-02-02,transport_public_realm,1033
Chicago,2023-02-03,housing_buildings,194
Chicago,2023-02-03,information_administration,2459
Chicago,2023-02-03,noise,822
Chicago,2023-02-03,other,91
Chicago,2023-02-03,sanitation,238
Chicago,2023-02-03,transport_public_realm,683
Chicago,2023-02-04,housing_buildings,134
Chicago,2023-02-04,information_administration,1667
Chicago,2023-02-04,noise,747
Chicago,2023-02-04,other,88
Chicago,2023-02-04,sanitation,130
Chicago,2023-02-04,transport_public_realm,349
Chicago,2023-02-05,housing_buildings,102
Chicago,2023-02-05,information_administration,1497
Chicago,2023-02-05,noise,711
Chicago,2023-02-05,other,54
Chicago,2023-02-05,sanitation,134
Chicago,2023-02-05,transport_public_realm,330
Chicago,2023-02-06,housing_buildings,224
Chicago,2023-02-06,information_administration,2751
Chicago,2023-02-06,noise,519
Chicago,2023-02-06,other,127
Chicago,2023-02-06,sanitation,360
Chicago,2023-02-06,transport_public_realm,923
Chicago,2023-02-07,housing_buildings,227
Chicago,2023-02-07,information_administration,2766
Chicago,2023-02-07,noise,778
Chicago,2023-02-07,other,121
Chicago,2023-02-07,sanitation,366
Chicago,2023-02-07,transport_public_realm,1076
Chicago,2023-02-08,housing_buildings,216
Chicago,2023-02-08,information_administration,2511
Chicago,2023-02-08,noise,483
Chicago,2023-02-08,other,99
Chicago,2023-02-08,sanitation,355
Chicago,2023-02-08,transport_public_realm,887
Chicago,2023-02-09,housing_buildings,387
Chicago,2023-02-09,information_administration,2098
Chicago,2023-02-09,noise,574
Chicago,2023-02-09,other,78
Chicago,2023-02-09,sanitation,361
Chicago,2023-02-09,transport_public_realm,1392
Chicago,2023-02-10,housing_buildings,231
Chicago,2023-02-10,information_administration,2300
Chicago,2023-02-10,noise,487
Chicago,2023-02-10,other,110
Chicago,2023-02-10,sanitation,317
Chicago,2023-02-10,transport_public_realm,1021
Chicago,2023-02-11,housing_buildings,104
Chicago,2023-02-11,information_administration,1609
Chicago,2023-02-11,noise,161
Chicago,2023-02-11,other,65
Chicago,2023-02-11,sanitation,138
Chicago,2023-02-11,transport_public_realm,462
Chicago,2023-02-12,housing_buildings,56
Chicago,2023-02-12,information_administration,1679
Chicago,2023-02-12,noise,496
Chicago,2023-02-12,other,48
Chicago,2023-02-12,sanitation,149
Chicago,2023-02-12,transport_public_realm,389
Chicago,2023-02-13,housing_buildings,200
Chicago,2023-02-13,information_administration,2447
Chicago,2023-02-13,noise,1519
Chicago,2023-02-13,other,125
Chicago,2023-02-13,sanitation,342
Chicago,2023-02-13,transport_public_realm,948
Chicago,2023-02-14,housing_buildings,245
Chicago,2023-02-14,information_administration,2701
Chicago,2023-02-14,noise,741
Chicago,2023-02-14,other,115
Chicago,2023-02-14,sanitation,424
Chicago,2023-02-14,transport_public_realm,994
Chicago,2023-02-15,housing_buildings,266
Chicago,2023-02-15,information_administration,3191
Chicago,2023-02-15,noise,503
Chicago,2023-02-15,other,247
Chicago,2023-02-15,sanitation,406
Chicago,2023-02-15,transport_public_realm,1192
Chicago,2023-02-16,housing_buildings,270
Chicago,2023-02-16,information_administration,2579
Chicago,2023-02-16,noise,489
Chicago,2023-02-16,other,128
Chicago,2023-02-16,sanitation,297
Chicago,2023-02-16,transport_public_realm,848
Chicago,2023-02-17,housing_buildings,201
Chicago,2023-02-17,information_administration,2295
Chicago,2023-02-17,noise,415
Chicago,2023-02-17,other,97
Chicago,2023-02-17,sanitation,293
Chicago,2023-02-17,transport_public_realm,794
Chicago,2023-02-18,housing_buildings,82
Chicago,2023-02-18,information_administration,1594
Chicago,2023-02-18,noise,504
Chicago,2023-02-18,other,61
Chicago,2023-02-18,sanitation,115
Chicago,2023-02-18,transport_public_realm,443
Chicago,2023-02-19,housing_buildings,81
Chicago,2023-02-19,information_administration,1597
Chicago,2023-02-19,noise,760
Chicago,2023-02-19,other,54
Chicago,2023-02-19,sanitation,122
Chicago,2023-02-19,transport_public_realm,417
Chicago,2023-02-20,housing_buildings,174
Chicago,2023-02-20,information_administration,2634
Chicago,2023-02-20,noise,610
Chicago,2023-02-20,other,93
Chicago,2023-02-20,sanitation,300
Chicago,2023-02-20,transport_public_realm,887
Chicago,2023-02-21,housing_buildings,322
Chicago,2023-02-21,information_administration,2839
Chicago,2023-02-21,noise,501
Chicago,2023-02-21,other,143
Chicago,2023-02-21,sanitation,390
Chicago,2023-02-21,transport_public_realm,1084
Chicago,2023-02-22,housing_buildings,362
Chicago,2023-02-22,information_administration,2537
Chicago,2023-02-22,noise,425
Chicago,2023-02-22,other,94
Chicago,2023-02-22,sanitation,335
Chicago,2023-02-22,transport_public_realm,1083
Chicago,2023-02-23,housing_buildings,331
Chicago,2023-02-23,information_administration,2613
Chicago,2023-02-23,noise,745
Chicago,2023-02-23,other,127
Chicago,2023-02-23,sanitation,373
Chicago,2023-02-23,transport_public_realm,1246
Chicago,2023-02-24,housing_buildings,254
Chicago,2023-02-24,information_administration,2599
Chicago,2023-02-24,noise,655
Chicago,2023-02-24,other,90
Chicago,2023-02-24,sanitation,338
Chicago,2023-02-24,transport_public_realm,979
Chicago,2023-02-25,housing_buildings,99
Chicago,2023-02-25,information_administration,1620
Chicago,2023-02-25,noise,785
Chicago,2023-02-25,other,61
Chicago,2023-02-25,sanitation,111
Chicago,2023-02-25,transport_public_realm,452
Chicago,2023-02-26,housing_buildings,98
Chicago,2023-02-26,information_administration,1717
Chicago,2023-02-26,noise,676
Chicago,2023-02-26,other,49
Chicago,2023-02-26,sanitation,146
Chicago,2023-02-26,transport_public_realm,465
Chicago,2023-02-27,housing_buildings,509
Chicago,2023-02-27,information_administration,2336
Chicago,2023-02-27,noise,1208
Chicago,2023-02-27,other,124
Chicago,2023-02-27,sanitation,411
Chicago,2023-02-27,transport_public_realm,1593
Chicago,2023-02-28,housing_buildings,239
Chicago,2023-02-28,information_administration,2567
Chicago,2023-02-28,noise,661
Chicago,2023-02-28,other,103
Chicago,2023-02-28,sanitation,387
Chicago,2023-02-28,transport_public_realm,1155
Chicago,2023-03-01,housing_buildings,268
Chicago,2023-03-01,information_administration,2235
Chicago,2023-03-01,noise,802
Chicago,2023-03-01,other,110
Chicago,2023-03-01,sanitation,351
Chicago,2023-03-01,transport_public_realm,1086
Chicago,2023-03-02,housing_buildings,248
Chicago,2023-03-02,information_administration,2248
Chicago,2023-03-02,noise,664
Chicago,2023-03-02,other,110
Chicago,2023-03-02,sanitation,371
Chicago,2023-03-02,transport_public_realm,1107
Chicago,2023-03-03,housing_buildings,207
Chicago,2023-03-03,information_administration,2820
Chicago,2023-03-03,noise,626
Chicago,2023-03-03,other,88
Chicago,2023-03-03,sanitation,338
Chicago,2023-03-03,transport_public_realm,893
Chicago,2023-03-04,housing_buildings,87
Chicago,2023-03-04,information_administration,1941
Chicago,2023-03-04,noise,1101
Chicago,2023-03-04,other,47
Chicago,2023-03-04,sanitation,165
Chicago,2023-03-04,transport_public_realm,407
Chicago,2023-03-05,housing_buildings,80
Chicago,2023-03-05,information_administration,1666
Chicago,2023-03-05,noise,712
Chicago,2023-03-05,other,41
Chicago,2023-03-05,sanitation,178
Chicago,2023-03-05,transport_public_realm,399
Chicago,2023-03-06,housing_buildings,161
Chicago,2023-03-06,information_administration,2265
Chicago,2023-03-06,noise,804
Chicago,2023-03-06,other,86
Chicago,2023-03-06,sanitation,346
Chicago,2023-03-06,transport_public_realm,642
Chicago,2023-03-07,housing_buildings,243
Chicago,2023-03-07,information_administration,2992
Chicago,2023-03-07,noise,626
Chicago,2023-03-07,other,117
Chicago,2023-03-07,sanitation,462
Chicago,2023-03-07,transport_public_realm,912
Chicago,2023-03-08,housing_buildings,199
Chicago,2023-03-08,information_administration,2368
Chicago,2023-03-08,noise,462
Chicago,2023-03-08,other,106
Chicago,2023-03-08,sanitation,393
Chicago,2023-03-08,transport_public_realm,976
Chicago,2023-03-09,housing_buildings,212
Chicago,2023-03-09,information_administration,2587
Chicago,2023-03-09,noise,449
Chicago,2023-03-09,other,109
Chicago,2023-03-09,sanitation,426
Chicago,2023-03-09,transport_public_realm,891
Chicago,2023-03-10,housing_buildings,164
Chicago,2023-03-10,information_administration,2235
Chicago,2023-03-10,noise,733
Chicago,2023-03-10,other,127
Chicago,2023-03-10,sanitation,318
Chicago,2023-03-10,transport_public_realm,869
Chicago,2023-03-11,housing_buildings,83
Chicago,2023-03-11,information_administration,1874
Chicago,2023-03-11,noise,563
Chicago,2023-03-11,other,67
Chicago,2023-03-11,sanitation,127
Chicago,2023-03-11,transport_public_realm,367
Chicago,2023-03-12,housing_buildings,94
Chicago,2023-03-12,information_administration,1671
Chicago,2023-03-12,noise,1026
Chicago,2023-03-12,other,32
Chicago,2023-03-12,sanitation,94
Chicago,2023-03-12,transport_public_realm,385
Chicago,2023-03-13,housing_buildings,212
Chicago,2023-03-13,information_administration,2566
Chicago,2023-03-13,noise,792
Chicago,2023-03-13,other,185
Chicago,2023-03-13,sanitation,367
Chicago,2023-03-13,transport_public_realm,1070
Chicago,2023-03-14,housing_buildings,214
Chicago,2023-03-14,information_administration,2546
Chicago,2023-03-14,noise,669
Chicago,2023-03-14,other,100
Chicago,2023-03-14,sanitation,426
Chicago,2023-03-14,transport_public_realm,1002
Chicago,2023-03-15,housing_buildings,245
Chicago,2023-03-15,information_administration,2189
Chicago,2023-03-15,noise,1067
Chicago,2023-03-15,other,92
Chicago,2023-03-15,sanitation,362
Chicago,2023-03-15,transport_public_realm,1092
Chicago,2023-03-16,housing_buildings,200
Chicago,2023-03-16,information_administration,2330
Chicago,2023-03-16,noise,1170
Chicago,2023-03-16,other,107
Chicago,2023-03-16,sanitation,330
Chicago,2023-03-16,transport_public_realm,902
Chicago,2023-03-17,housing_buildings,229
Chicago,2023-03-17,information_administration,2333
Chicago,2023-03-17,noise,764
Chicago,2023-03-17,other,126
Chicago,2023-03-17,sanitation,314
Chicago,2023-03-17,transport_public_realm,842
Chicago,2023-03-18,housing_buildings,76
Chicago,2023-03-18,information_administration,1516
Chicago,2023-03-18,noise,941
Chicago,2023-03-18,other,42
Chicago,2023-03-18,sanitation,133
Chicago,2023-03-18,transport_public_realm,407
Chicago,2023-03-19,housing_buildings,66
Chicago,2023-03-19,information_administration,1675
Chicago,2023-03-19,noise,1133
Chicago,2023-03-19,other,76
Chicago,2023-03-19,sanitation,136
Chicago,2023-03-19,transport_public_realm,424
Chicago,2023-03-20,housing_buildings,242
Chicago,2023-03-20,information_administration,2332
Chicago,2023-03-20,noise,963
Chicago,2023-03-20,other,146
Chicago,2023-03-20,sanitation,444
Chicago,2023-03-20,transport_public_realm,929
Chicago,2023-03-21,housing_buildings,236
Chicago,2023-03-21,information_administration,2283
Chicago,2023-03-21,noise,889
Chicago,2023-03-21,other,137
Chicago,2023-03-21,sanitation,490
Chicago,2023-03-21,transport_public_realm,950
Chicago,2023-03-22,housing_buildings,193
Chicago,2023-03-22,information_administration,2608
Chicago,2023-03-22,noise,768
Chicago,2023-03-22,other,136
Chicago,2023-03-22,sanitation,472
Chicago,2023-03-22,transport_public_realm,931
Chicago,2023-03-23,housing_buildings,242
Chicago,2023-03-23,information_administration,2433
Chicago,2023-03-23,noise,837
Chicago,2023-03-23,other,130
Chicago,2023-03-23,sanitation,435
Chicago,2023-03-23,transport_public_realm,881
Chicago,2023-03-24,housing_buildings,191
Chicago,2023-03-24,information_administration,2234
Chicago,2023-03-24,noise,725
Chicago,2023-03-24,other,109
Chicago,2023-03-24,sanitation,366
Chicago,2023-03-24,transport_public_realm,759
Chicago,2023-03-25,housing_buildings,117
Chicago,2023-03-25,information_administration,1570
Chicago,2023-03-25,noise,689
Chicago,2023-03-25,other,65
Chicago,2023-03-25,sanitation,142
Chicago,2023-03-25,transport_public_realm,418
Chicago,2023-03-26,housing_buildings,83
Chicago,2023-03-26,information_administration,1567
Chicago,2023-03-26,noise,696
Chicago,2023-03-26,other,48
Chicago,2023-03-26,sanitation,156
Chicago,2023-03-26,transport_public_realm,421
Chicago,2023-03-27,housing_buildings,254
Chicago,2023-03-27,information_administration,2353
Chicago,2023-03-27,noise,661
Chicago,2023-03-27,other,105
Chicago,2023-03-27,sanitation,451
Chicago,2023-03-27,transport_public_realm,883
Chicago,2023-03-28,housing_buildings,244
Chicago,2023-03-28,information_administration,2184
Chicago,2023-03-28,noise,984
Chicago,2023-03-28,other,110
Chicago,2023-03-28,sanitation,438
Chicago,2023-03-28,transport_public_realm,912
Chicago,2023-03-29,housing_buildings,198
Chicago,2023-03-29,information_administration,2036
Chicago,2023-03-29,noise,630
Chicago,2023-03-29,other,102
Chicago,2023-03-29,sanitation,403
Chicago,2023-03-29,transport_public_realm,841
Chicago,2023-03-30,housing_buildings,211
Chicago,2023-03-30,information_administration,2417
Chicago,2023-03-30,noise,897
Chicago,2023-03-30,other,92
Chicago,2023-03-30,sanitation,387
Chicago,2023-03-30,transport_public_realm,878
Chicago,2023-03-31,housing_buildings,250
Chicago,2023-03-31,information_administration,2453
Chicago,2023-03-31,noise,729
Chicago,2023-03-31,other,220
Chicago,2023-03-31,sanitation,405
Chicago,2023-03-31,transport_public_realm,740
Chicago,2023-04-01,housing_buildings,102
Chicago,2023-04-01,information_administration,1827
Chicago,2023-04-01,noise,968
Chicago,2023-04-01,other,299
Chicago,2023-04-01,sanitation,178
Chicago,2023-04-01,transport_public_realm,477
Chicago,2023-04-02,housing_buildings,87
Chicago,2023-04-02,information_administration,1667
Chicago,2023-04-02,noise,1025
Chicago,2023-04-02,other,94
Chicago,2023-04-02,sanitation,191
Chicago,2023-04-02,transport_public_realm,405
Chicago,2023-04-03,housing_buildings,221
Chicago,2023-04-03,information_administration,2355
Chicago,2023-04-03,noise,648
Chicago,2023-04-03,other,211
Chicago,2023-04-03,sanitation,462
Chicago,2023-04-03,transport_public_realm,770
Chicago,2023-04-04,housing_buildings,279
Chicago,2023-04-04,information_administration,2236
Chicago,2023-04-04,noise,780
Chicago,2023-04-04,other,398
Chicago,2023-04-04,sanitation,402
Chicago,2023-04-04,transport_public_realm,863
Chicago,2023-04-05,housing_buildings,316
Chicago,2023-04-05,information_administration,1886
Chicago,2023-04-05,noise,648
Chicago,2023-04-05,other,231
Chicago,2023-04-05,sanitation,404
Chicago,2023-04-05,transport_public_realm,910
